area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
08031,0,10,70,0,2012,A,NA,26172,434090,26461057480,4600292322,162573950,1172,60957,NA,1,1,1,1,1,1,1,NA,834,3.3,11322,2.7,1348166744,5.4,475893055,11.5,7989373,5.2,30,2.6,1556,2.6
08033,0,10,70,0,2012,A,NA,68,419,11903646,6353187,127549,546,28415,NA,1,1,1,1,1,1,1,NA,-1,-1.4,26,6.6,1919951,19.2,731825,13,39333,44.6,57,11.7,2995,11.8
08035,0,10,70,0,2012,A,NA,9763,95224,5807692194,1094821139,35113003,1173,60990,NA,1,1,1,1,1,1,1,NA,348,3.7,4031,4.4,977088049,20.2,132380054,13.8,2068237,6.3,154,15.1,8019,15.1
08037,0,10,70,0,2012,A,NA,3191,28179,1104260674,417284874,11434033,754,39188,NA,1,1,1,1,1,1,1,NA,-1,0,617,2.2,27555515,2.6,67765614,19.4,691565,6.4,3,0.4,124,0.3
08039,0,10,70,0,2012,A,NA,579,3006,100559958,47993250,878729,643,33448,NA,1,1,1,1,1,1,1,NA,-5,-0.9,40,1.3,3774062,3.9,1735983,3.8,18621,2.2,15,2.4,813,2.5
08041,0,10,70,0,2012,A,NA,16926,237705,10601017575,2228593635,77904710,858,44597,NA,1,1,1,1,1,1,1,NA,168,1,2448,1,331222748,3.2,190992027,9.4,2691652,3.6,19,2.3,944,2.2
08043,0,10,70,0,2012,A,NA,896,13022,459958536,98889873,2915095,679,35321,NA,1,1,1,1,1,1,1,NA,-6,-0.7,-136,-1,-2509000,-0.5,4701299,5,163047,5.9,3,0.4,174,0.5
08045,0,10,70,0,2012,A,NA,2549,24184,1090005186,277793850,9620146,867,45071,NA,1,1,1,1,1,1,1,NA,-36,-1.4,423,1.8,30282188,2.9,15373354,5.9,213314,2.3,9,1,472,1.1
08047,0,10,70,0,2012,A,NA,159,5348,191662811,79944342,2145051,689,35838,NA,1,1,1,1,1,1,1,NA,6,3.9,-33,-0.6,-53740,0,2350189,3,93305,4.5,4,0.6,208,0.6
08049,0,10,70,0,2012,A,NA,863,6544,192607664,79699955,2029283,566,29434,NA,1,1,1,1,1,1,1,NA,-18,-2,68,1.1,3518068,1.9,7303210,10.1,51099,2.6,5,0.9,237,0.8
08051,0,10,70,0,2012,A,NA,1093,7519,268016875,81584034,2106498,686,35646,NA,1,1,1,1,1,1,1,NA,-3,-0.3,-62,-0.8,7317165,2.8,4139846,5.3,-33,0,25,3.8,1256,3.7
08053,0,10,70,0,2012,A,NA,77,253,6475457,3981220,65975,491,25553,NA,1,1,1,1,1,1,1,NA,-6,-7.2,-22,-8,-135181,-2,-19562,-0.5,-1857,-2.7,29,6.3,1536,6.4
08055,0,10,70,0,2012,A,NA,211,1713,47932568,19027630,345833,538,27982,NA,1,1,1,1,1,1,1,NA,0,0,-49,-2.8,252044,0.5,-63675,-0.3,-5235,-1.5,17,3.3,914,3.4
08057,0,10,70,0,2012,A,NA,84,557,16375997,7035476,152421,565,29400,NA,1,1,1,1,1,1,1,NA,-1,-1.2,-36,-6.1,-476182,-2.8,134675,2,-3442,-2.2,19,3.5,993,3.5
08059,0,10,70,0,2012,A,NA,17925,211876,10482094738,2118582366,69052299,951,49473,NA,1,1,1,1,1,1,1,NA,160,0.9,6877,3.4,447065944,4.5,232341825,12.3,4202994,6.5,10,1.1,521,1.1
08061,0,10,70,0,2012,A,NA,60,478,18103376,5360210,92496,728,37853,NA,1,1,1,1,1,1,1,NA,1,1.7,-7,-1.4,235621,1.3,35093,0.7,19598,26.9,19,2.7,981,2.7
08063,0,10,70,0,2012,A,NA,293,2993,93745682,34293404,678631,602,31323,NA,1,1,1,1,1,1,1,NA,6,2.1,26,0.9,4973767,5.6,2682569,8.5,12145,1.8,27,4.7,1400,4.7
08065,0,10,70,0,2012,A,NA,214,2064,73849613,19747779,483250,688,35781,NA,1,1,1,1,1,1,1,NA,3,1.4,190,10.1,16842440,29.5,2912188,17.3,89544,22.7,103,17.6,5365,17.6
08067,0,10,70,0,2012,A,NA,2433,23717,994802803,336544780,7340586,807,41944,NA,1,1,1,1,1,1,1,NA,10,0.4,377,1.6,45502842,4.8,22958439,7.3,289591,4.1,25,3.2,1271,3.1
08069,0,10,70,0,2012,A,NA,10164,132614,5706003871,1263659828,41668242,827,43027,NA,1,1,1,1,1,1,1,NA,196,2,3808,3,283167622,5.2,144390185,12.9,2199244,5.6,17,2.1,926,2.2
08071,0,10,70,0,2012,A,NA,474,5011,170997149,64198764,1438272,656,34128,NA,1,1,1,1,1,1,1,NA,5,1.1,-62,-1.2,3087503,1.8,475270,0.7,-42570,-2.9,19,3,1030,3.1
08073,0,10,70,0,2012,A,NA,159,2069,67745005,20853914,325425,630,32744,NA,1,1,1,1,1,1,1,NA,-3,-1.9,-34,-1.6,-1807684,-2.6,-155085,-0.7,-65222,-16.7,-6,-0.9,-336,-1
08075,0,10,70,0,2012,A,NA,643,8070,268983616,72030448,1680544,641,33331,NA,1,1,1,1,1,1,1,NA,-6,-0.9,95,1.2,6800482,2.6,5664928,8.5,43323,2.6,9,1.4,454,1.4
08077,0,10,70,0,2012,A,NA,4771,58329,2322722040,557514924,19866561,766,39821,NA,1,1,1,1,1,1,1,NA,1,0,628,1.1,61427826,2.7,43442565,8.5,672502,3.5,12,1.6,631,1.6
08079,0,10,70,0,2012,A,NA,72,508,13738094,8029894,163060,520,27039,NA,1,1,1,1,1,1,1,NA,0,0,28,5.8,1314001,10.6,606723,8.2,-2798,-1.7,22,4.4,1128,4.4
08081,0,10,70,0,2012,A,NA,472,4956,211377506,55475789,1344352,820,42649,NA,1,1,1,1,1,1,1,NA,-1,-0.2,-12,-0.2,-4059472,-1.9,3709669,7.2,6007,0.4,-14,-1.7,-715,-1.6
08083,0,10,70,0,2012,A,NA,805,8812,287268784,104713186,2760394,627,32601,NA,1,1,1,1,1,1,1,NA,-12,-1.5,-7,-0.1,11681165,4.2,6232066,6.3,74790,2.8,26,4.3,1351,4.3
08085,0,10,70,0,2012,A,NA,1358,13360,467836831,125557190,4091653,673,35019,NA,1,1,1,1,1,1,1,NA,15,1.1,79,0.6,13689307,3,11615707,10.2,317125,8.4,15,2.3,823,2.4
08087,0,10,70,0,2012,A,NA,727,11946,424124059,125664181,3569212,683,35503,NA,1,1,1,1,1,1,1,NA,24,3.4,-27,-0.2,-3550601,-0.8,7038162,5.9,-103640,-2.8,-4,-0.6,-217,-0.6
08089,0,10,70,0,2012,A,NA,509,5995,180796454,59577062,1415648,580,30159,NA,1,1,1,1,1,1,1,NA,-7,-1.4,-114,-1.9,1703574,1,2347019,4.1,-16253,-1.1,16,2.8,843,2.9
08091,0,10,70,0,2012,A,NA,306,1479,46608675,23205275,517647,606,31524,NA,1,1,1,1,1,1,1,NA,7,2.3,88,6.3,5141371,12.4,2615328,12.7,89930,21,33,5.8,1707,5.7
08093,0,10,70,0,2012,A,NA,503,2151,69182468,31572398,532256,618,32159,NA,1,1,1,1,1,1,1,NA,9,1.8,2,0.1,3114002,4.7,1845940,6.2,9787,1.9,27,4.6,1415,4.6
08095,0,10,70,0,2012,A,NA,155,1561,52784059,23756927,299575,650,33825,NA,1,1,1,1,1,1,1,NA,4,2.6,18,1.2,3814503,7.8,1328113,5.9,-493,-0.2,40,6.6,2085,6.6
08097,0,10,70,0,2012,A,NA,1734,15329,684385543,229815034,6561851,859,44647,NA,1,1,1,1,1,1,1,NA,1,0.1,268,1.8,32333866,5,18983110,9,335099,5.4,26,3.1,1352,3.1
08099,0,10,70,0,2012,A,NA,393,4639,140147220,52745409,1063627,581,30213,NA,1,1,1,1,1,1,1,NA,-13,-3.2,-167,-3.5,-4962764,-3.4,267540,0.5,-229775,-17.8,0,0,22,0.1
08101,0,10,70,0,2012,A,NA,3147,56513,2105503656,489028355,17271746,716,37257,NA,1,1,1,1,1,1,1,NA,-56,-1.7,-37,-0.1,48587689,2.4,39650420,8.8,608961,3.7,17,2.4,883,2.4
08103,0,10,70,0,2012,A,NA,281,3129,154209245,43974024,1035252,948,49290,NA,1,1,1,1,1,1,1,NA,-5,-1.7,-26,-0.8,-9991504,-6.1,-1077993,-2.4,-260284,-20.1,-53,-5.3,-2761,-5.3
08105,0,10,70,0,2012,A,NA,422,4106,124104373,46880895,1341777,581,30228,NA,1,1,1,1,1,1,1,NA,-3,-0.7,-5,-0.1,2655901,2.2,2270771,5.1,-33385,-2.4,13,2.3,685,2.3
08107,0,10,70,0,2012,A,NA,1664,13240,544481807,157628001,4956553,791,41124,NA,1,1,1,1,1,1,1,NA,29,1.8,338,2.6,34556915,6.8,11625479,8,293433,6.3,31,4.1,1600,4
08109,0,10,70,0,2012,A,NA,183,1629,46466002,26252797,585576,549,28529,NA,1,1,1,1,1,1,1,NA,4,2.2,137,9.2,4065336,9.6,2399972,10.1,96900,19.8,2,0.4,104,0.4
08111,0,10,70,0,2012,A,NA,77,301,6842264,4751203,124168,437,22707,NA,1,1,1,1,1,1,1,NA,1,1.3,19,6.7,510734,8.1,364638,8.3,15059,13.8,6,1.4,288,1.3
08113,0,10,70,0,2012,A,NA,640,4447,156346362,79043342,2135349,676,35156,NA,1,1,1,1,1,1,1,NA,-12,-1.8,-7,-0.2,1736291,1.1,2743361,3.6,60565,2.9,8,1.2,445,1.3
08115,0,10,70,0,2012,A,NA,83,794,23036989,8339699,110554,558,29011,NA,1,1,1,1,1,1,1,NA,-3,-3.5,38,5,1249534,5.7,390717,4.9,2268,2.1,4,0.7,204,0.7
08117,0,10,70,0,2012,A,NA,2066,17728,583709782,213121017,6037546,633,32926,NA,1,1,1,1,1,1,1,NA,-7,-0.3,243,1.4,9398132,1.6,10887505,5.4,-117562,-1.9,1,0.2,79,0.2
08119,0,10,70,0,2012,A,NA,771,6778,228147434,87634425,2215795,647,33660,NA,1,1,1,1,1,1,1,NA,-15,-1.9,67,1,8970713,4.1,6971068,8.6,82673,3.9,19,3,1001,3.1
08121,0,10,70,0,2012,A,NA,143,1170,39221113,11886239,245283,645,33534,NA,1,1,1,1,1,1,1,NA,6,4.4,72,6.6,4721960,13.7,1905560,19.1,38347,18.5,41,6.8,2124,6.8
08123,0,10,70,0,2012,A,NA,5850,85411,3589154081,911810493,30158527,808,42022,NA,1,1,1,1,1,1,1,NA,81,1.4,3297,4,252161076,7.6,104105407,12.9,2263808,8.1,26,3.3,1383,3.4
08125,0,10,70,0,2012,A,NA,401,3877,131681220,56263900,925659,653,33968,NA,1,1,1,1,1,1,1,NA,4,1,16,0.4,3540294,2.8,2947206,5.5,-16387,-1.7,15,2.4,782,2.4
08999,0,10,70,0,2012,A,NA,2556,18282,1624139241,310334113,13065141,1708,88840,NA,1,1,1,1,1,1,1,NA,-135,-5,392,2.2,82106827,5.3,32199028,11.6,306573,2.4,50,3,2645,3.1
08000,0,10,50,0,2013,A,NA,174583,2335803,118828727773,25536236595,677422872,978,50873,NA,1,1,1,1,1,1,1,NA,2280,1.3,69300,3.1,4228365564,3.7,1580529294,6.6,-121969119,-15.3,6,0.6,310,0.6
08001,0,10,70,0,2013,A,NA,9054,172824,8147621523,1741859417,55352621,907,47144,NA,1,1,1,1,1,1,1,NA,76,0.8,13681,8.6,1096874166,15.6,134889804,8.4,-4562481,-7.6,55,6.5,2840,6.4
08003,0,10,70,0,2013,A,NA,533,7456,249011958,74146591,1340506,642,33399,NA,1,1,1,1,1,1,1,NA,-7,-1.3,-65,-0.9,-1205971,-0.5,2185312,3,-482436,-26.5,2,0.3,131,0.4
08005,0,10,70,0,2013,A,NA,19331,296009,17174687721,3371257515,91889734,1116,58021,NA,1,1,1,1,1,1,1,NA,304,1.6,10405,3.6,656006747,4,226871808,7.2,-19998666,-17.9,4,0.4,183,0.3
08007,0,10,70,0,2013,A,NA,512,3418,105442104,49300068,986953,593,30847,NA,1,1,1,1,1,1,1,NA,-2,-0.4,143,4.4,1789818,1.7,3464182,7.6,-104977,-9.6,-16,-2.6,-806,-2.5
08009,0,10,70,0,2013,A,NA,116,1110,29399552,16995143,125338,509,26484,NA,1,1,1,1,1,1,1,NA,-3,-2.5,-35,-3.1,-185017,-0.6,469418,2.8,-24424,-16.3,12,2.4,650,2.5
08011,0,10,70,0,2013,A,NA,92,1134,34196087,18073574,179390,580,30146,NA,1,1,1,1,1,1,1,NA,2,2.2,108,10.5,3967815,13.1,1604215,9.7,-43869,-19.6,13,2.3,677,2.3
08013,0,10,70,0,2013,A,NA,13360,164576,9546926730,1653580351,41780634,1116,58009,NA,1,1,1,1,1,1,1,NA,212,1.6,3866,2.4,397833247,4.3,92106744,5.9,-9673758,-18.8,21,1.9,1080,1.9
08014,0,10,70,0,2013,A,NA,2296,33922,2394456912,436601410,11318194,1357,70586,NA,1,1,1,1,1,1,1,NA,106,4.8,2018,6.3,192560509,8.7,44025624,11.2,-2380553,-17.4,30,2.3,1569,2.3
08015,0,10,70,0,2013,A,NA,884,6798,213757718,73090666,1407698,605,31443,NA,1,1,1,1,1,1,1,NA,14,1.6,141,2.1,10333503,5.1,4295933,6.2,-395989,-22,17,2.9,887,2.9
08017,0,10,70,0,2013,A,NA,92,714,27455987,7865646,95061,739,38445,NA,1,1,1,1,1,1,1,NA,-3,-3.2,-9,-1.2,1096211,4.2,-180386,-2.2,-31620,-25,38,5.4,1990,5.5
08019,0,10,70,0,2013,A,NA,321,3141,147318374,46633076,923465,902,46907,NA,1,1,1,1,1,1,1,NA,-15,-4.5,20,0.6,9957756,7.2,1334791,2.9,-167529,-15.4,56,6.6,2895,6.6
08021,0,10,70,0,2013,A,NA,144,1367,39318341,16951463,270593,553,28768,NA,1,1,1,1,1,1,1,NA,5,3.6,21,1.6,1463219,3.9,727786,4.5,-17266,-6,12,2.2,647,2.3
08023,0,10,70,0,2013,A,NA,85,802,21220321,12033675,137972,509,26468,NA,1,1,1,1,1,1,1,NA,-5,-5.6,19,2.4,291814,1.4,219067,1.9,-52218,-27.5,-5,-1,-266,-1
08025,0,10,70,0,2013,A,NA,53,1069,38211166,10762746,136673,688,35762,NA,1,1,1,1,1,1,1,NA,-7,-11.7,-48,-4.3,-1270203,-3.2,-882868,-7.6,-103218,-43,8,1.2,427,1.2
08027,0,10,70,0,2013,A,NA,153,818,24056197,10272264,199769,565,29394,NA,1,1,1,1,1,1,1,NA,-10,-6.1,-19,-2.3,-313500,-1.3,-167878,-1.6,-39947,-16.7,5,0.9,284,1
08029,0,10,70,0,2013,A,NA,879,8434,284311939,101225068,1818037,648,33711,NA,1,1,1,1,1,1,1,NA,5,0.6,-34,-0.4,1698083,0.6,-2880128,-2.8,-783619,-30.1,6,0.9,337,1
08031,0,10,70,0,2013,A,NA,27032,441426,26994725065,4938413814,136359789,1176,61153,NA,1,1,1,1,1,1,1,NA,860,3.3,7336,1.7,533667585,2,338121492,7.4,-26214161,-16.1,4,0.3,196,0.3
08033,0,10,70,0,2013,A,NA,68,490,17312733,7861261,317403,680,35338,NA,1,1,1,1,1,1,1,NA,0,0,71,16.9,5409087,45.4,1508074,23.7,189854,148.8,134,24.5,6923,24.4
08035,0,10,70,0,2013,A,NA,10051,102993,5752524873,1223631227,29805209,1074,55853,NA,1,1,1,1,1,1,1,NA,288,2.9,7769,8.2,-55167321,-0.9,128810088,11.8,-5307794,-15.1,-99,-8.4,-5137,-8.4
08037,0,10,70,0,2013,A,NA,3189,28785,1164843223,438387392,10356301,778,40467,NA,1,1,1,1,1,1,1,NA,-2,-0.1,606,2.2,60582549,5.5,21102518,5.1,-1077732,-9.4,24,3.2,1279,3.3
08039,0,10,70,0,2013,A,NA,584,3307,118235941,55968872,1261383,688,35757,NA,1,1,1,1,1,1,1,NA,5,0.9,301,10,17675983,17.6,7975622,16.6,382654,43.5,45,7,2309,6.9
08041,0,10,70,0,2013,A,NA,17045,243301,10825454862,2348949509,67015985,856,44494,NA,1,1,1,1,1,1,1,NA,119,0.7,5596,2.4,224437287,2.1,120355874,5.4,-10888725,-14,-2,-0.2,-103,-0.2
08043,0,10,70,0,2013,A,NA,894,12827,458651557,99758083,2558446,688,35758,NA,1,1,1,1,1,1,1,NA,-2,-0.2,-195,-1.5,-1306979,-0.3,868210,0.9,-356649,-12.2,9,1.3,437,1.2
08045,0,10,70,0,2013,A,NA,2525,24493,1116183024,290910915,9037741,876,45572,NA,1,1,1,1,1,1,1,NA,-24,-0.9,309,1.3,26177838,2.4,13117065,4.7,-582405,-6.1,9,1,501,1.1
08047,0,10,70,0,2013,A,NA,155,5230,194439915,82208199,1629902,715,37181,NA,1,1,1,1,1,1,1,NA,-4,-2.5,-118,-2.2,2777104,1.4,2263857,2.8,-515149,-24,26,3.8,1343,3.7
08049,0,10,70,0,2013,A,NA,833,6808,207439258,85922992,1983704,586,30470,NA,1,1,1,1,1,1,1,NA,-30,-3.5,264,4,14831594,7.7,6223037,7.8,-45579,-2.2,20,3.5,1036,3.5
08051,0,10,70,0,2013,A,NA,1075,7574,263005889,84425699,1726718,668,34723,NA,1,1,1,1,1,1,1,NA,-18,-1.6,55,0.7,-5010986,-1.9,2841665,3.5,-379780,-18,-18,-2.6,-923,-2.6
08053,0,10,70,0,2013,A,NA,79,258,6550993,4136908,57014,489,25416,NA,1,1,1,1,1,1,1,NA,2,2.6,5,2,75536,1.2,155688,3.9,-8961,-13.6,-2,-0.4,-137,-0.5
08055,0,10,70,0,2013,A,NA,208,1713,47827247,19067070,330947,537,27924,NA,1,1,1,1,1,1,1,NA,-3,-1.4,0,0,-105321,-0.2,39440,0.2,-14886,-4.3,-1,-0.2,-58,-0.2
08057,0,10,70,0,2013,A,NA,88,560,17377038,7357358,137263,597,31040,NA,1,1,1,1,1,1,1,NA,4,4.8,3,0.5,1001041,6.1,321882,4.6,-15158,-9.9,32,5.7,1640,5.6
08059,0,10,70,0,2013,A,NA,17947,216072,10708800195,2232182071,56710131,953,49561,NA,1,1,1,1,1,1,1,NA,22,0.1,4196,2,226705457,2.2,113599705,5.4,-12342168,-17.9,2,0.2,88,0.2
08061,0,10,70,0,2013,A,NA,55,453,14960830,5289476,85131,635,33038,NA,1,1,1,1,1,1,1,NA,-5,-8.3,-25,-5.2,-3142546,-17.4,-70734,-1.3,-7365,-8,-93,-12.8,-4815,-12.7
08063,0,10,70,0,2013,A,NA,299,2992,96040942,35414930,558878,617,32103,NA,1,1,1,1,1,1,1,NA,6,2,-1,0,2295260,2.4,1121526,3.3,-119753,-17.6,15,2.5,780,2.5
08065,0,10,70,0,2013,A,NA,223,2089,71176129,21016360,444011,655,34069,NA,1,1,1,1,1,1,1,NA,9,4.2,25,1.2,-2673484,-3.6,1268581,6.4,-39239,-8.1,-33,-4.8,-1712,-4.8
08067,0,10,70,0,2013,A,NA,2422,24489,1035963848,364948718,6813561,814,42304,NA,1,1,1,1,1,1,1,NA,-11,-0.5,772,3.3,41161045,4.1,28403938,8.4,-527025,-7.2,7,0.9,360,0.9
08069,0,10,70,0,2013,A,NA,10324,137151,5957441330,1330676666,33937059,835,43437,NA,1,1,1,1,1,1,1,NA,160,1.6,4537,3.4,251437459,4.4,67016838,5.3,-7731183,-18.6,8,1,410,1
08071,0,10,70,0,2013,A,NA,457,5032,188893494,63454419,1144884,722,37536,NA,1,1,1,1,1,1,1,NA,-17,-3.6,21,0.4,17896345,10.5,-744345,-1.2,-293388,-20.4,66,10.1,3408,10
08073,0,10,70,0,2013,A,NA,157,2090,69038413,21122892,235833,635,33026,NA,1,1,1,1,1,1,1,NA,-2,-1.3,21,1,1293408,1.9,268978,1.3,-89592,-27.5,5,0.8,282,0.9
08075,0,10,70,0,2013,A,NA,650,8150,275803293,75631350,1249477,651,33840,NA,1,1,1,1,1,1,1,NA,7,1.1,80,1,6819677,2.5,3600902,5,-431067,-25.7,10,1.6,509,1.5
08077,0,10,70,0,2013,A,NA,4685,58407,2320985904,564194681,16544809,764,39738,NA,1,1,1,1,1,1,1,NA,-86,-1.8,78,0.1,-1736136,-0.1,6679757,1.2,-3321752,-16.7,-2,-0.3,-83,-0.2
08079,0,10,70,0,2013,A,NA,68,489,13846879,8020358,95677,545,28336,NA,1,1,1,1,1,1,1,NA,-4,-5.6,-19,-3.7,108785,0.8,-9536,-0.1,-67383,-41.3,25,4.8,1297,4.8
08081,0,10,70,0,2013,A,NA,472,4957,215820546,58895285,1317319,837,43541,NA,1,1,1,1,1,1,1,NA,0,0,1,0,4443040,2.1,3419496,6.2,-27033,-2,17,2.1,892,2.1
08083,0,10,70,0,2013,A,NA,793,8955,297740748,109715458,2291129,639,33250,NA,1,1,1,1,1,1,1,NA,-12,-1.5,143,1.6,10471964,3.6,5002272,4.8,-469265,-17,12,1.9,649,2
08085,0,10,70,0,2013,A,NA,1335,13442,478076107,129900686,3505553,684,35565,NA,1,1,1,1,1,1,1,NA,-23,-1.7,82,0.6,10239276,2.2,4343496,3.5,-586100,-14.3,11,1.6,546,1.6
08087,0,10,70,0,2013,A,NA,726,12009,437848279,125975831,2218492,701,36461,NA,1,1,1,1,1,1,1,NA,-1,-0.1,63,0.5,13724220,3.2,311650,0.2,-1350720,-37.8,18,2.6,958,2.7
08089,0,10,70,0,2013,A,NA,509,6093,195707937,65344168,1313626,618,32122,NA,1,1,1,1,1,1,1,NA,0,0,98,1.6,14911483,8.2,5767106,9.7,-102022,-7.2,38,6.6,1963,6.5
08091,0,10,70,0,2013,A,NA,306,1612,53842665,25160398,599613,642,33393,NA,1,1,1,1,1,1,1,NA,0,0,133,9,7233990,15.5,1955123,8.4,81966,15.8,36,5.9,1869,5.9
08093,0,10,70,0,2013,A,NA,488,2139,69516420,31256679,508979,625,32498,NA,1,1,1,1,1,1,1,NA,-15,-3,-12,-0.6,333952,0.5,-315719,-1,-23277,-4.4,7,1.1,339,1.1
08095,0,10,70,0,2013,A,NA,160,1639,55530499,24369219,274041,652,33891,NA,1,1,1,1,1,1,1,NA,5,3.2,78,5,2746440,5.2,612292,2.6,-25534,-8.5,2,0.3,66,0.2
08097,0,10,70,0,2013,A,NA,1735,15707,705466094,241116742,5712797,864,44914,NA,1,1,1,1,1,1,1,NA,1,0.1,378,2.5,21080551,3.1,11301708,4.9,-849054,-12.9,5,0.6,267,0.6
08099,0,10,70,0,2013,A,NA,390,4501,140011769,52733272,727562,598,31105,NA,1,1,1,1,1,1,1,NA,-3,-0.8,-138,-3,-135451,-0.1,-12137,0,-336065,-31.6,17,2.9,892,3
08101,0,10,70,0,2013,A,NA,3095,56610,2119471366,499729787,14017995,720,37440,NA,1,1,1,1,1,1,1,NA,-52,-1.7,97,0.2,13967710,0.7,10701432,2.2,-3253751,-18.8,4,0.6,183,0.5
08103,0,10,70,0,2013,A,NA,277,3194,159284787,48973493,1221148,959,49869,NA,1,1,1,1,1,1,1,NA,-4,-1.4,65,2.1,5075542,3.3,4999469,11.4,185896,18,11,1.2,579,1.2
08105,0,10,70,0,2013,A,NA,413,4001,123414207,47275842,1176628,593,30843,NA,1,1,1,1,1,1,1,NA,-9,-2.1,-105,-2.6,-690166,-0.6,394947,0.8,-165149,-12.3,12,2.1,615,2
08107,0,10,70,0,2013,A,NA,1677,13922,591853428,172836638,5254751,818,42514,NA,1,1,1,1,1,1,1,NA,13,0.8,682,5.2,47371621,8.7,15208637,9.6,298198,6,27,3.4,1390,3.4
08109,0,10,70,0,2013,A,NA,175,1543,45876299,26355275,463601,572,29742,NA,1,1,1,1,1,1,1,NA,-8,-4.4,-86,-5.3,-589703,-1.3,102478,0.4,-121975,-20.8,23,4.2,1213,4.3
08111,0,10,70,0,2013,A,NA,74,273,6584504,4658376,107908,463,24082,NA,1,1,1,1,1,1,1,NA,-3,-3.9,-28,-9.3,-257760,-3.8,-92827,-2,-16260,-13.1,26,5.9,1375,6.1
08113,0,10,70,0,2013,A,NA,643,4529,163528445,82402638,2022756,694,36104,NA,1,1,1,1,1,1,1,NA,3,0.5,82,1.8,7182083,4.6,3359296,4.2,-112593,-5.3,18,2.7,948,2.7
08115,0,10,70,0,2013,A,NA,81,806,23997992,8639544,68253,573,29774,NA,1,1,1,1,1,1,1,NA,-2,-2.4,12,1.5,961003,4.2,299845,3.6,-42301,-38.3,15,2.7,763,2.6
08117,0,10,70,0,2013,A,NA,2092,18360,624672109,227511396,5054810,654,34024,NA,1,1,1,1,1,1,1,NA,26,1.3,632,3.6,40962327,7,14390379,6.8,-982736,-16.3,21,3.3,1098,3.3
08119,0,10,70,0,2013,A,NA,752,6594,224840585,85577078,1641820,656,34096,NA,1,1,1,1,1,1,1,NA,-19,-2.5,-184,-2.7,-3306849,-1.4,-2057347,-2.3,-573975,-25.9,9,1.4,436,1.3
08121,0,10,70,0,2013,A,NA,137,1182,39596439,12245762,173590,644,33511,NA,1,1,1,1,1,1,1,NA,-6,-4.2,12,1,375326,1,359523,3,-71693,-29.2,-1,-0.2,-23,-0.1
08123,0,10,70,0,2013,A,NA,5976,90403,3903076368,1018881063,26902750,830,43174,NA,1,1,1,1,1,1,1,NA,126,2.2,4992,5.8,313922287,8.7,107070570,11.7,-3255777,-10.8,22,2.7,1152,2.7
08125,0,10,70,0,2013,A,NA,409,3922,138669971,59558006,678897,680,35357,NA,1,1,1,1,1,1,1,NA,8,2,45,1.2,6988751,5.3,3294106,5.9,-246762,-26.7,27,4.1,1389,4.1
08999,0,10,70,0,2013,A,NA,2857,18641,1599384704,327524066,11808960,1650,85799,NA,1,1,1,1,1,1,1,NA,301,11.8,359,2,-24754537,-1.5,17189953,5.5,-1256181,-9.6,-58,-3.4,-3041,-3.4
08000,0,10,50,0,2014,A,NA,179397,2417735,127473603671,27749046162,711541589,1014,52724,NA,1,1,1,1,1,1,1,NA,4814,2.8,81932,3.5,8644875898,7.3,2212809567,8.7,34118717,5,36,3.7,1851,3.6
08001,0,10,70,0,2014,A,NA,9364,182840,8898274914,1959062364,59284166,936,48667,NA,1,1,1,1,1,1,1,NA,310,3.4,10016,5.8,750653391,9.2,217202947,12.5,3931545,7.1,29,3.2,1523,3.2
08003,0,10,70,0,2014,A,NA,536,7508,259111588,76664489,1529662,664,34513,NA,1,1,1,1,1,1,1,NA,3,0.6,52,0.7,10099630,4.1,2517898,3.4,189156,14.1,22,3.4,1114,3.3
08005,0,10,70,0,2014,A,NA,19662,305590,18434695858,3642344504,94399717,1160,60325,NA,1,1,1,1,1,1,1,NA,331,1.7,9581,3.2,1260008137,7.3,271086989,8,2509983,2.7,44,3.9,2304,4
08007,0,10,70,0,2014,A,NA,510,3535,113254088,54673680,1052664,616,32039,NA,1,1,1,1,1,1,1,NA,-2,-0.4,117,3.4,7811984,7.4,5373612,10.9,65711,6.7,23,3.9,1192,3.9
08009,0,10,70,0,2014,A,NA,112,1105,30239868,17475046,118538,526,27364,NA,1,1,1,1,1,1,1,NA,-4,-3.4,-5,-0.5,840316,2.9,479903,2.8,-6800,-5.4,17,3.3,880,3.3
